"PERIOD","REPORTER","PARTNER","PRODUCT","FLOW","TRANSPORT_MODE","INDICATORS","Value"
"Jan. 2020","Ireland (Eire)","Russian Federation (Russia)","Total","EXPORT","Sea","VALUE_IN_EUROS","10 924 170"
"Feb. 2020","Ireland (Eire)","Russian Federation (Russia)","Total","EXPORT","Sea","VALUE_IN_EUROS","12 072 102"
"Mar. 2020","Ireland (Eire)","Russian Federation (Russia)","Total","EXPORT","Sea","VALUE_IN_EUROS","17 956 487"
"Apr. 2020","Ireland (Eire)","Russian Federation (Russia)","Total","EXPORT","Sea","VALUE_IN_EUROS","15 837 664"
"May. 2020","Ireland (Eire)","Russian Federation (Russia)","Total","EXPORT","Sea","VALUE_IN_EUROS","15 502 002"
"Jun. 2020","Ireland (Eire)","Russian Federation (Russia)","Total","EXPORT","Sea","VALUE_IN_EUROS","6 257 471"
"Jul. 2020","Ireland (Eire)","Russian Federation (Russia)","Total","EXPORT","Sea","VALUE_IN_EUROS","12 928 386"
"Aug. 2020","Ireland (Eire)","Russian Federation (Russia)","Total","EXPORT","Sea","VALUE_IN_EUROS","7 784 327"
"Sep. 2020","Ireland (Eire)","Russian Federation (Russia)","Total","EXPORT","Sea","VALUE_IN_EUROS","13 042 917"
"Oct. 2020","Ireland (Eire)","Russian Federation (Russia)","Total","EXPORT","Sea","VALUE_IN_EUROS","7 414 606"
"Nov. 2020","Ireland (Eire)","Russian Federation (Russia)","Total","EXPORT","Sea","VALUE_IN_EUROS","16 104 593"
"Dec. 2020","Ireland (Eire)","Russian Federation (Russia)","Total","EXPORT","Sea","VALUE_IN_EUROS","9 631 171"
"Jan.-Dec. 2020","Ireland (Eire)","Russian Federation (Russia)","Total","EXPORT","Sea","VALUE_IN_EUROS","145 455 896"
"Jan. 2021","Ireland (Eire)","Russian Federation (Russia)","Total","EXPORT","Sea","VALUE_IN_EUROS","8 115 524"
"Feb. 2021","Ireland (Eire)","Russian Federation (Russia)","Total","EXPORT","Sea","VALUE_IN_EUROS","14 384 660"
"Mar. 2021","Ireland (Eire)","Russian Federation (Russia)","Total","EXPORT","Sea","VALUE_IN_EUROS","20 540 817"
"Apr. 2021","Ireland (Eire)","Russian Federation (Russia)","Total","EXPORT","Sea","VALUE_IN_EUROS","19 890 902"
"May. 2021","Ireland (Eire)","Russian Federation (Russia)","Total","EXPORT","Sea","VALUE_IN_EUROS","15 586 230"
"Jun. 2021","Ireland (Eire)","Russian Federation (Russia)","Total","EXPORT","Sea","VALUE_IN_EUROS","12 642 722"
"Jul. 2021","Ireland (Eire)","Russian Federation (Russia)","Total","EXPORT","Sea","VALUE_IN_EUROS","18 097 949"
"Jan. 2020","Spain (incl. Canary Islands 'XB' from 1997)","Russian Federation (Russia)","Total","EXPORT","Sea","VALUE_IN_EUROS","49 341 566"
"Feb. 2020","Spain (incl. Canary Islands 'XB' from 1997)","Russian Federation (Russia)","Total","EXPORT","Sea","VALUE_IN_EUROS","66 509 671"
"Mar. 2020","Spain (incl. Canary Islands 'XB' from 1997)","Russian Federation (Russia)","Total","EXPORT","Sea","VALUE_IN_EUROS","56 197 323"
"Apr. 2020","Spain (incl. Canary Islands 'XB' from 1997)","Russian Federation (Russia)","Total","EXPORT","Sea","VALUE_IN_EUROS","41 758 123"
"May. 2020","Spain (incl. Canary Islands 'XB' from 1997)","Russian Federation (Russia)","Total","EXPORT","Sea","VALUE_IN_EUROS","40 221 613"
"Jun. 2020","Spain (incl. Canary Islands 'XB' from 1997)","Russian Federation (Russia)","Total","EXPORT","Sea","VALUE_IN_EUROS","55 530 366"
"Jul. 2020","Spain (incl. Canary Islands 'XB' from 1997)","Russian Federation (Russia)","Total","EXPORT","Sea","VALUE_IN_EUROS","59 513 221"
"Aug. 2020","Spain (incl. Canary Islands 'XB' from 1997)","Russian Federation (Russia)","Total","EXPORT","Sea","VALUE_IN_EUROS","56 187 702"
"Sep. 2020","Spain (incl. Canary Islands 'XB' from 1997)","Russian Federation (Russia)","Total","EXPORT","Sea","VALUE_IN_EUROS","68 151 882"
"Oct. 2020","Spain (incl. Canary Islands 'XB' from 1997)","Russian Federation (Russia)","Total","EXPORT","Sea","VALUE_IN_EUROS","65 464 257"
"Nov. 2020","Spain (incl. Canary Islands 'XB' from 1997)","Russian Federation (Russia)","Total","EXPORT","Sea","VALUE_IN_EUROS","57 442 399"
"Dec. 2020","Spain (incl. Canary Islands 'XB' from 1997)","Russian Federation (Russia)","Total","EXPORT","Sea","VALUE_IN_EUROS","59 427 081"
"Jan.-Dec. 2020","Spain (incl. Canary Islands 'XB' from 1997)","Russian Federation (Russia)","Total","EXPORT","Sea","VALUE_IN_EUROS","675 745 204"
"Jan. 2021","Spain (incl. Canary Islands 'XB' from 1997)","Russian Federation (Russia)","Total","EXPORT","Sea","VALUE_IN_EUROS","53 308 378"
"Feb. 2021","Spain (incl. Canary Islands 'XB' from 1997)","Russian Federation (Russia)","Total","EXPORT","Sea","VALUE_IN_EUROS","69 842 552"
"Mar. 2021","Spain (incl. Canary Islands 'XB' from 1997)","Russian Federation (Russia)","Total","EXPORT","Sea","VALUE_IN_EUROS","64 070 907"
"Apr. 2021","Spain (incl. Canary Islands 'XB' from 1997)","Russian Federation (Russia)","Total","EXPORT","Sea","VALUE_IN_EUROS","113 959 043"
"May. 2021","Spain (incl. Canary Islands 'XB' from 1997)","Russian Federation (Russia)","Total","EXPORT","Sea","VALUE_IN_EUROS","67 004 775"
"Jun. 2021","Spain (incl. Canary Islands 'XB' from 1997)","Russian Federation (Russia)","Total","EXPORT","Sea","VALUE_IN_EUROS","131 789 891"
"Jul. 2021","Spain (incl. Canary Islands 'XB' from 1997)","Russian Federation (Russia)","Total","EXPORT","Sea","VALUE_IN_EUROS","72 003 157"
"Jan. 2020","France (incl. Saint Barthélemy 'BL' -> 2012; incl. French Guiana 'GF', Guadeloupe 'GP', Martinique 'MQ', Réunion 'RE' from 1997; incl. Mayotte 'YT' from 2014)","Russian Federation (Russia)","Total","EXPORT","Sea","VALUE_IN_EUROS","33 966 092"
"Feb. 2020","France (incl. Saint Barthélemy 'BL' -> 2012; incl. French Guiana 'GF', Guadeloupe 'GP', Martinique 'MQ', Réunion 'RE' from 1997; incl. Mayotte 'YT' from 2014)","Russian Federation (Russia)","Total","EXPORT","Sea","VALUE_IN_EUROS","44 482 719"
"Mar. 2020","France (incl. Saint Barthélemy 'BL' -> 2012; incl. French Guiana 'GF', Guadeloupe 'GP', Martinique 'MQ', Réunion 'RE' from 1997; incl. Mayotte 'YT' from 2014)","Russian Federation (Russia)","Total","EXPORT","Sea","VALUE_IN_EUROS","51 306 671"
"Apr. 2020","France (incl. Saint Barthélemy 'BL' -> 2012; incl. French Guiana 'GF', Guadeloupe 'GP', Martinique 'MQ', Réunion 'RE' from 1997; incl. Mayotte 'YT' from 2014)","Russian Federation (Russia)","Total","EXPORT","Sea","VALUE_IN_EUROS","32 954 833"
"May. 2020","France (incl. Saint Barthélemy 'BL' -> 2012; incl. French Guiana 'GF', Guadeloupe 'GP', Martinique 'MQ', Réunion 'RE' from 1997; incl. Mayotte 'YT' from 2014)","Russian Federation (Russia)","Total","EXPORT","Sea","VALUE_IN_EUROS","30 568 804"
"Jun. 2020","France (incl. Saint Barthélemy 'BL' -> 2012; incl. French Guiana 'GF', Guadeloupe 'GP', Martinique 'MQ', Réunion 'RE' from 1997; incl. Mayotte 'YT' from 2014)","Russian Federation (Russia)","Total","EXPORT","Sea","VALUE_IN_EUROS","34 550 844"
"Jul. 2020","France (incl. Saint Barthélemy 'BL' -> 2012; incl. French Guiana 'GF', Guadeloupe 'GP', Martinique 'MQ', Réunion 'RE' from 1997; incl. Mayotte 'YT' from 2014)","Russian Federation (Russia)","Total","EXPORT","Sea","VALUE_IN_EUROS","36 124 212"
"Aug. 2020","France (incl. Saint Barthélemy 'BL' -> 2012; incl. French Guiana 'GF', Guadeloupe 'GP', Martinique 'MQ', Réunion 'RE' from 1997; incl. Mayotte 'YT' from 2014)","Russian Federation (Russia)","Total","EXPORT","Sea","VALUE_IN_EUROS","27 451 252"
"Sep. 2020","France (incl. Saint Barthélemy 'BL' -> 2012; incl. French Guiana 'GF', Guadeloupe 'GP', Martinique 'MQ', Réunion 'RE' from 1997; incl. Mayotte 'YT' from 2014)","Russian Federation (Russia)","Total","EXPORT","Sea","VALUE_IN_EUROS","44 322 230"
"Oct. 2020","France (incl. Saint Barthélemy 'BL' -> 2012; incl. French Guiana 'GF', Guadeloupe 'GP', Martinique 'MQ', Réunion 'RE' from 1997; incl. Mayotte 'YT' from 2014)","Russian Federation (Russia)","Total","EXPORT","Sea","VALUE_IN_EUROS","33 570 210"
"Nov. 2020","France (incl. Saint Barthélemy 'BL' -> 2012; incl. French Guiana 'GF', Guadeloupe 'GP', Martinique 'MQ', Réunion 'RE' from 1997; incl. Mayotte 'YT' from 2014)","Russian Federation (Russia)","Total","EXPORT","Sea","VALUE_IN_EUROS","46 980 050"
"Dec. 2020","France (incl. Saint Barthélemy 'BL' -> 2012; incl. French Guiana 'GF', Guadeloupe 'GP', Martinique 'MQ', Réunion 'RE' from 1997; incl. Mayotte 'YT' from 2014)","Russian Federation (Russia)","Total","EXPORT","Sea","VALUE_IN_EUROS","42 422 425"
"Jan.-Dec. 2020","France (incl. Saint Barthélemy 'BL' -> 2012; incl. French Guiana 'GF', Guadeloupe 'GP', Martinique 'MQ', Réunion 'RE' from 1997; incl. Mayotte 'YT' from 2014)","Russian Federation (Russia)","Total","EXPORT","Sea","VALUE_IN_EUROS","458 700 342"
"Jan. 2021","France (incl. Saint Barthélemy 'BL' -> 2012; incl. French Guiana 'GF', Guadeloupe 'GP', Martinique 'MQ', Réunion 'RE' from 1997; incl. Mayotte 'YT' from 2014)","Russian Federation (Russia)","Total","EXPORT","Sea","VALUE_IN_EUROS","35 313 253"
"Feb. 2021","France (incl. Saint Barthélemy 'BL' -> 2012; incl. French Guiana 'GF', Guadeloupe 'GP', Martinique 'MQ', Réunion 'RE' from 1997; incl. Mayotte 'YT' from 2014)","Russian Federation (Russia)","Total","EXPORT","Sea","VALUE_IN_EUROS","45 381 410"
"Mar. 2021","France (incl. Saint Barthélemy 'BL' -> 2012; incl. French Guiana 'GF', Guadeloupe 'GP', Martinique 'MQ', Réunion 'RE' from 1997; incl. Mayotte 'YT' from 2014)","Russian Federation (Russia)","Total","EXPORT","Sea","VALUE_IN_EUROS","53 367 381"
"Apr. 2021","France (incl. Saint Barthélemy 'BL' -> 2012; incl. French Guiana 'GF', Guadeloupe 'GP', Martinique 'MQ', Réunion 'RE' from 1997; incl. Mayotte 'YT' from 2014)","Russian Federation (Russia)","Total","EXPORT","Sea","VALUE_IN_EUROS","40 500 685"
"May. 2021","France (incl. Saint Barthélemy 'BL' -> 2012; incl. French Guiana 'GF', Guadeloupe 'GP', Martinique 'MQ', Réunion 'RE' from 1997; incl. Mayotte 'YT' from 2014)","Russian Federation (Russia)","Total","EXPORT","Sea","VALUE_IN_EUROS","33 498 945"
"Jun. 2021","France (incl. Saint Barthélemy 'BL' -> 2012; incl. French Guiana 'GF', Guadeloupe 'GP', Martinique 'MQ', Réunion 'RE' from 1997; incl. Mayotte 'YT' from 2014)","Russian Federation (Russia)","Total","EXPORT","Sea","VALUE_IN_EUROS","38 295 214"
