"PERIOD","REPORTER","PARTNER","PRODUCT","FLOW","TRANSPORT_MODE","INDICATORS","Value"
"Sep. 2020","Spain (incl. Canary Islands 'XB' from 1997)","South Africa (incl. Namibia 'NA' -> 1989)","Total","IMPORT","Sea","VALUE_IN_EUROS","46 711 402"
"Oct. 2020","Spain (incl. Canary Islands 'XB' from 1997)","South Africa (incl. Namibia 'NA' -> 1989)","Total","IMPORT","Sea","VALUE_IN_EUROS","70 065 749"
"Nov. 2020","Spain (incl. Canary Islands 'XB' from 1997)","South Africa (incl. Namibia 'NA' -> 1989)","Total","IMPORT","Sea","VALUE_IN_EUROS","55 653 300"
"Dec. 2020","Spain (incl. Canary Islands 'XB' from 1997)","South Africa (incl. Namibia 'NA' -> 1989)","Total","IMPORT","Sea","VALUE_IN_EUROS","72 656 975"
"Jan.-Dec. 2020","Spain (incl. Canary Islands 'XB' from 1997)","South Africa (incl. Namibia 'NA' -> 1989)","Total","IMPORT","Sea","VALUE_IN_EUROS","650 044 014"
"Jan. 2021","Spain (incl. Canary Islands 'XB' from 1997)","South Africa (incl. Namibia 'NA' -> 1989)","Total","IMPORT","Sea","VALUE_IN_EUROS","60 672 207"
"Feb. 2021","Spain (incl. Canary Islands 'XB' from 1997)","South Africa (incl. Namibia 'NA' -> 1989)","Total","IMPORT","Sea","VALUE_IN_EUROS","44 952 118"
"Mar. 2021","Spain (incl. Canary Islands 'XB' from 1997)","South Africa (incl. Namibia 'NA' -> 1989)","Total","IMPORT","Sea","VALUE_IN_EUROS","80 286 497"
"Apr. 2021","Spain (incl. Canary Islands 'XB' from 1997)","South Africa (incl. Namibia 'NA' -> 1989)","Total","IMPORT","Sea","VALUE_IN_EUROS","207 574 524"
"May. 2021","Spain (incl. Canary Islands 'XB' from 1997)","South Africa (incl. Namibia 'NA' -> 1989)","Total","IMPORT","Sea","VALUE_IN_EUROS","73 692 811"
"Jun. 2021","Spain (incl. Canary Islands 'XB' from 1997)","South Africa (incl. Namibia 'NA' -> 1989)","Total","IMPORT","Sea","VALUE_IN_EUROS","108 732 613"
"Jul. 2021","Spain (incl. Canary Islands 'XB' from 1997)","South Africa (incl. Namibia 'NA' -> 1989)","Total","IMPORT","Sea","VALUE_IN_EUROS","68 052 548"
"Jan. 2020","France (incl. Saint Barthélemy 'BL' -> 2012; incl. French Guiana 'GF', Guadeloupe 'GP', Martinique 'MQ', Réunion 'RE' from 1997; incl. Mayotte 'YT' from 2014)","South Africa (incl. Namibia 'NA' -> 1989)","Total","IMPORT","Sea","VALUE_IN_EUROS","14 990 472"
